publish_date,start_date,end_date,motivation,description,expected_change,percentage_trade,author,debit_currency,debit_amount,credit_currency,credit_amount
2021-09-02,2022-12-19,2023-03-22,Omni will go up on Sunday,Old show commercial control understand. Actually finish relate long social. As level service start nation office. Direction community indeed major.,48,65,28,Dogecoin,7263.8211599999995,Canadian-Dollar,37355.107662
2021-05-31,2021-08-12,2022-08-16,BlackCoin will go up on Sunday,Article evidence body keep put half. Feel everything see opportunity message.,60,86,58,Ethereum,84999.33115799999,Bitcoin Cash,46865.443425000005
2021-12-15,2022-12-15,2023-01-11,Ripple will go up in July,Data model road red like coach spend. Guy pay PM together. System design find. Mrs sound appear power star until happen. Face focus field important table. Your voice pretty.,86,68,1,Litecoin,12449.195682000001,Euro,13953.492683
2021-10-28,2022-07-17,2023-01-16,NEO will go up on Saturday,Still view inside start ability morning kind character. Must approach travel even agent sign. Street book soldier give more truth. President general benefit day some.,245,91,27,Canadian-Dollar,13877.714778,US-Dollar,23797.002285
2022-02-16,2023-03-11,2023-04-26,NEO will go up in June,Cultural fish easy fish fact network study. Mouth better form two behind coach past rich. Coach other girl wait. Collection sea issue hope.,113,86,33,Bitcoin Cash,91558.528425,Canadian-Dollar,15414.721506
2021-06-12,2021-08-04,2021-09-20,Zcash will go down in June,Daughter live police cell compare step style. Low often past ball. His black point skin case member. Prevent special kid course its approach.,180,5,40,Ethereum,6959.848314,Canadian-Dollar,41998.052876999995
2022-05-03,2022-05-25,2023-04-14,Bitcoin will go up in October,Employee million owner can pick produce. Close evidence together social current value. Fire toward others conference. Interesting better southern argue small. Air of source state dinner even movie.,223,5,70,Canadian-Dollar,651.929707,Bitcoin,140.77257
2021-11-03,2022-05-06,2023-02-06,Zcash will go up in April,Anything fill message blood candidate treatment throw. Network gun kid treatment opportunity world. Recent simple card before each buy agreement hotel. Prepare during condition.,63,54,26,Bitcoin,14701.344132,Yuán,16233.689970000001
2021-09-16,2023-05-13,2023-05-14,Ubiq will go up in June,Effort eat reflect entire building discuss. Step give note task thousand. Green within safe no.,29,77,61,Yen,6836.53365,US-Dollar,5828.278803
2021-06-17,2021-06-24,2021-09-14,Waves Platform will go up in May,Compare each use join technology one food. Learn bring various happen foot. Would move specific day forget skill bar. Pay cup produce history.,12,84,41,Ethereum,4698.610235,Yuán,4374.171096
2022-02-18,2022-02-28,2022-04-25,Ethereum Classic will go up in December,Sport federal receive truth quite. Officer heavy score three. Help find lay move. Soon lawyer yard share. Public agent part city morning box.,160,23,12,Dogecoin,1443.9027959999999,Bitcoin Cash,79257.604195
2022-01-01,2022-05-22,2023-04-30,Decred will go down on Saturday,Security paper wide their. Let him raise house ten threat almost. Significant might human or. Fine apply say study well ball. Congress detail house big.,247,84,84,Bitcoin,1902.602112,Yuán,8973.909147999999
2021-11-10,2022-09-12,2023-04-20,Titcoin will go up in September,Against season you vote drop. Media enough leave important home. Trouble blue cut south well. Factor program week parent reveal real. Major cost next.,200,65,42,Dogecoin,826.91536,Canadian-Dollar,7854.459152
2021-09-22,2023-03-19,2023-04-02,Namecoin will go down on Friday,Adult tonight yeah court. Physical wrong exactly more develop. Like former media forward. Oil likely deep gas. Democrat sister lot party Mrs that.,46,43,62,Euro,90.78425999999999,Yuán,4448.5941760000005
2021-07-08,2022-01-14,2022-08-21,EOS.IO will go down on Wednesday,Affect choose likely stand exactly around. Push size material expect its why state. Ago enough space another lot maintain all past.,13,57,26,Yuán,23858.668926000002,Bitcoin,28941.975041
2021-06-22,2021-06-23,2022-12-06,Tether will go down in May,Involve nor experience main. Get student since require affect north lose. Together receive sure so either commercial.,176,54,94,Litecoin,44728.608765,Bitcoin,17342.189046000003
2022-01-03,2023-03-21,2023-03-22,Bitcoin will go up on Sunday,Half boy minute bank well consumer we. Seat seek return need hand. Down recently nearly suddenly room might approach. Decade something yourself well conference must.,157,49,53,Bitcoin,24977.488223999997,Canadian-Dollar,35119.856375999996
2021-06-01,2021-12-03,2023-04-08,Gridcoin will go up in November,Catch condition left deal under explain. Decision determine voice research same table. Board everyone ago those wind step. Impact art effect staff report between easy. A agent sense else sound.,46,70,42,Dogecoin,12548.136575,Canadian-Dollar,3102.2911980000003
2021-08-10,2023-01-16,2023-03-08,Bytecoin will go up on Sunday,City nothing language position like. Usually about his east receive bit total. Accept either where thank. Their car politics ball. Protect be sign himself.,100,76,79,Bitcoin Cash,3456.2665920000004,Yen,1971.06959
2021-08-09,2022-06-12,2022-07-12,IOTA will go up on Sunday,Hard senior still large service. Catch our commercial thought pick. Method toward policy decade PM put wonder likely. Amount occur bit which anyone idea machine.,160,86,76,Ethereum,20653.693765,Canadian-Dollar,10579.240960000001
2022-02-19,2022-05-16,2023-04-10,Feathercoin will go up in December,Explain conference plan dream quite this. Edge score among measure actually central their ok. Identify now individual line go. Store read build even.,39,33,62,Litecoin,782.919144,US-Dollar,2771.9650560000005
2021-05-29,2022-09-29,2023-02-01,Feathercoin will go up in August,Want discussion admit whose. Check whose job success including. Seat agree deal politics. Both word father week yes job girl less.,207,79,69,Yen,4140.12704,Dogecoin,851.571542
2022-04-17,2022-07-06,2022-07-13,TRON will go up in April,Girl the medical radio industry trip public. To feel offer husband. Hospital bag impact movie describe. Policy increase book them spend. Guy character positive future me.,86,34,69,Bitcoin,602.491953,Yen,5373.2784
2021-12-31,2022-09-25,2023-04-18,Zclassic will go down in September,While say main difficult paper after suggest. Purpose shoulder common better weight cut. International charge play reach. Notice mission third order.,77,85,31,Canadian-Dollar,183924.525134,Euro,27980.311512000004
2021-11-21,2022-06-14,2023-01-03,Bitcoin will go up on Sunday,Eye give capital audience. Operation positive draw receive less. Spring PM strategy late. Movie agency sport billion tell.,22,11,52,Yen,2421.73899,Ethereum,723.6090989999999
2021-11-15,2022-04-17,2022-05-19,Monero will go up on Monday,Wonder two material. They audience reality control. Newspaper among network decision walk huge.,240,6,92,Yen,29908.280000000002,Bitcoin,14228.654267
2021-09-20,2021-11-23,2022-06-03,IOTA will go up on Monday,Skin civil election president doctor popular. Issue your these much woman. Quite sport how sell.,196,9,98,Bitcoin Cash,4.247775,Yen,6.416983999999999
2022-02-15,2022-04-05,2022-06-28,Dash will go up in March,Me from financial. Much music teacher parent student morning. Nice among others couple participant discover. Born art sister everything vote nation.,57,28,72,Ethereum,24645.922488,US-Dollar,682.71714
2022-03-28,2022-05-08,2023-05-19,Primecoin will go down in October,Control million war knowledge environmental especially. Country soldier detail voice worker drive outside country. Reflect TV your something from. Treat push factor might. Community range hold phone.,8,13,43,Ethereum,27320.12298,Canadian-Dollar,47660.783619
2021-12-07,2023-03-14,2023-03-29,IOTA will go up on Tuesday,Street recently performance argue star couple. Course enough those maybe. Former example environmental yard four director. Camera hand age middle product fish. Drop decide baby just.,228,62,82,Canadian-Dollar,384.807481,Ethereum,65.326764
2022-01-19,2022-11-22,2023-05-04,Ethereum will go up in August,Fund politics real health ok of. Between report toward begin girl. All girl opportunity kind no whole. Generation must management.,248,70,98,Yen,5.912172999999999,Bitcoin Cash,6.692745
2022-03-08,2023-04-13,2023-04-27,Ripple will go up on Wednesday,Conference article information help later within article audience. Property several report price. Already government sometimes. Already leave might suggest case seem.,197,29,7,US-Dollar,56240.08208,Bitcoin,54680.302063999996
2021-12-27,2022-04-11,2023-02-25,DigitalNote will go up in June,Wall different here sign. End student story quality politics. Sell include but together country participant. Model product conference. Place thought body. Gas mouth yeah carry live environment.,198,56,75,Bitcoin,47786.007920000004,US-Dollar,293.73708
2022-04-13,2022-07-20,2023-05-04,IOTA will go up on Saturday,Anyone analysis against house realize artist give. Whether machine because parent election successful. Find majority society than take necessary challenge.,76,8,89,Ethereum,18123.811656,Yen,9876.331059
2021-09-29,2023-02-09,2023-03-02,Monero will go up in March,Brother meet town bank our. Would lead speech test medical girl Mr. Protect candidate investment bed. Appear Republican enter speak.,43,90,6,Canadian-Dollar,26194.535485,US-Dollar,1124.174261
2022-02-08,2023-04-12,2023-04-28,Nxt will go down in February,Task since school six. Report say loss. Quite international outside race. There can clearly read particularly run.,156,92,74,Bitcoin Cash,39397.21630000001,Euro,3774.6949799999998
2022-03-31,2023-01-25,2023-03-17,Tether will go up on Friday,Process herself value computer. Physical avoid put against she feeling PM. Fight late where most free new drug. Budget question beat partner she. Tax under movement suffer clearly agree.,26,54,3,Bitcoin Cash,44030.532300000006,Yen,110501.821944
2021-10-29,2022-01-14,2023-03-19,Burstcoin will go down on Saturday,Physical specific finish science others local. Term picture beat live. Ability against tell list gas. Off cell fly determine purpose threat threat.,71,1,62,Litecoin,1029.171456,US-Dollar,7788.083807000001
2022-04-01,2023-03-22,2023-03-23,Bitcoin will go down on Wednesday,Feeling decide magazine another back society town. Name process top back size friend staff. Standard step feel leg camera nearly hard. And remember present area very network.,133,74,70,Canadian-Dollar,1041.6685400000001,Bitcoin,226.80581800000002
2021-10-26,2023-03-27,2023-03-28,Dash will go up in February,Subject wear message each. Beyond ability buy analysis party hotel live. Question follow media hair water soldier. Any price answer participant. Rate federal front skill live very capital up.,224,9,96,Euro,43982.835434,Litecoin,29317.563572
2021-10-24,2021-12-13,2023-01-28,Peercoin will go up on Friday,Week talk sell. Rise culture finally language themselves wish less. Be parent page floor certainly. Hair establish bad game.,199,35,100,Ethereum,8513.090496,Canadian-Dollar,25350.938008
2022-04-04,2023-02-17,2023-04-12,Lisk will go up in August,I company item area indeed approach treat road. Dog activity give sense action rise worry cause. From local keep less yard gas. Still wide receive either.,193,67,39,Euro,4789.947998,Yuán,13555.213056
2021-09-21,2022-11-30,2023-04-19,Dash will go up on Sunday,Down term laugh move thought process computer long. Available movement state should good wide fear.,25,40,7,Yuán,344.53455,Ethereum,11518.043796
2021-10-12,2022-10-14,2023-02-22,Peercoin will go up on Thursday,Suggest interesting media lawyer support knowledge. Adult well black investment radio charge. Main surface ground marriage morning serious friend. Particularly various vote firm she recently.,219,83,51,Yen,31958.668279999998,Dogecoin,2742.287933
2022-03-17,2022-08-27,2022-09-23,Lisk will go down on Wednesday,Too ball then trade. Bad trouble forget success law have. Response tough response arm low raise coach. Central last later note off.,207,17,61,Yen,3574.4724900000006,US-Dollar,2889.535681
2021-12-18,2022-06-03,2023-04-19,Coinye will go down on Tuesday,Already floor ahead beat company do. Deal control bring put sort line. Listen treatment study region decision and college. Economy international member outside every culture.,66,10,18,Yuán,21714.883400000002,Canadian-Dollar,5195.53578
2022-05-14,2022-08-04,2022-08-31,Lisk will go up in March,Trial official really. Attack management source. Apply mind station practice receive artist act. Soon choice Congress. Become future really treatment house five impact.,40,42,10,Litecoin,24006.06332,Euro,25708.090229999998
2021-06-01,2023-04-09,2023-05-12,Omni will go up on Monday,Offer boy everything politics. Go factor show push. Prevent sometimes operation pass ball within set. Now sea reflect myself ok however. Might until describe theory forward outside moment.,99,77,35,Yuán,37331.563228,Ethereum,3009.34944
2021-12-27,2022-10-24,2023-03-21,Namecoin will go up in November,Grow southern executive own rather. Animal us section finally attack newspaper. That front someone hand. Man stage always animal look. Most everything table parent including another whether.,169,59,35,Ethereum,5951.15478,Euro,69227.43565
2021-09-07,2022-12-06,2023-02-16,Ethereum Classic will go down in July,White glass policy improve realize near man. Study no before a. Reason consider effect environment director. Ground consumer remain hospital. Product able eight then each look.,163,19,13,Dogecoin,4903.267863,Euro,12268.19708
2021-09-10,2021-10-04,2023-01-26,Zclassic will go up in May,Anything employee instead. Offer range response address rate image. Little bag owner cup see must mention. Mention performance huge coach author possible.,208,5,44,Dogecoin,23044.772802,Canadian-Dollar,149888.48104800002
2022-03-07,2022-12-01,2023-03-23,Lisk will go up in April,Leg focus car about everybody. Institution general administration total few. Science lose son national five.,21,61,92,Euro,8398.134162,Yuán,1699.08055
2021-09-26,2023-04-05,2023-05-18,Bitcoin Cash will go up in August,Box against pretty training officer. Of fine stuff week moment forget. I tax help physical. Much use measure billion activity. During people catch possible four get.,144,40,35,Euro,31708.13635,Yuán,31514.178308
2021-07-17,2022-12-30,2023-02-23,Cardano will go up in January,These management west note laugh his me. Whatever imagine nor two. Church first task various. Agree operation kind account else. Material nation couple alone.,179,38,27,Bitcoin,6039.718685,Canadian-Dollar,29761.309101
2021-11-22,2022-05-31,2023-03-24,Litecoin will go down in November,Person officer week million strategy data tree political. Machine world inside year. Six fill center arm. Close candidate yet hit concern.,1,87,25,Bitcoin,14476.005911,Bitcoin Cash,41744.503746
2021-07-24,2022-05-17,2023-03-05,Primecoin will go down on Thursday,Give president candidate product. Accept rich product authority page choice. Right get himself husband field interesting later work. Right more few glass. Often method term.,226,50,57,Dogecoin,15666.727079999999,Yen,10085.590334999999
2021-05-19,2022-02-17,2022-11-16,Ubiq will go up on Thursday,Morning already director watch finish chance conference hope. Million probably teach impact situation participant with phone. Rise air professor down anyone film.,58,19,55,US-Dollar,1432.559154,Litecoin,4674.130323
2022-02-25,2022-04-04,2022-12-06,AMP will go down on Monday,Lot fast then animal yeah. Ground catch fund far two. Community word capital hundred. Suddenly western newspaper raise why true. Role sometimes ten. Trouble economy road ahead upon economic.,163,36,33,Canadian-Dollar,17905.458321000002,US-Dollar,10691.776812999999
2022-01-28,2023-01-03,2023-01-18,Lisk will go down in March,Energy party staff room. Son Democrat bed pattern. Material when nation go trip. As behind community fall turn.,144,52,41,Yuán,38888.05776,Ethereum,9485.556025000002
2021-11-07,2023-01-29,2023-02-22,Ubiq will go down in May,Official run effort ok. Race member finish practice. Store weight beyond city law understand. Ten lot head stay spring goal defense. Military pay walk paper rest free.,121,29,86,Bitcoin,20657.302038,Canadian-Dollar,34774.4705
2022-05-03,2023-02-15,2023-03-31,Monero will go down in September,Perform technology north challenge walk black space cold. Sport eight free response.,64,63,100,Yen,8719.856652,Canadian-Dollar,72272.032888
2022-03-20,2022-05-01,2022-08-16,Bitcoin will go up in May,Certainly company industry also story itself. Time senior feel change. Hold door training doctor view also cause.,233,99,89,Ethereum,19347.594124,Yen,4547.264361
2022-03-14,2022-05-28,2022-10-09,Dogecoin will go up in December,Resource risk senior often trial movement speak. Pattern sometimes anything drug include certain open.,17,50,23,Bitcoin,6168.485504999999,Litecoin,19241.336162
2022-01-18,2023-05-04,2023-05-18,Monero will go up on Sunday,Number book chair store. Yard lead theory stay. Husband rest age movie social suggest.,47,56,62,Dogecoin,0.5694720000000001,US-Dollar,3343.512998
2022-05-18,2022-09-22,2023-01-05,Titcoin will go up on Tuesday,Heavy check idea himself school base. Help model above believe hour agree of. Particularly would system purpose.,186,48,74,Bitcoin Cash,55.826015000000005,Euro,1153.8353339999999
2022-02-04,2022-08-27,2022-11-08,Ripple will go down in January,Would step but score place idea owner agree. Employee see pick both start before individual.,152,27,27,Canadian-Dollar,8191.913006,Bitcoin Cash,29978.088130999997
2022-01-29,2022-09-03,2022-09-23,Vertcoin will go up on Monday,Imagine before individual TV market possible. Effort during sometimes project owner arm less. Dinner law modern reflect seek somebody write. Dark myself material improve piece.,67,75,7,US-Dollar,65074.618384999994,Yuán,45.937940000000005
2021-09-01,2023-01-25,2023-04-30,Ethereum will go up on Saturday,Hope war trial three agree foreign rise. Since can memory end effect. Mr mouth more audience. Learn operation play specific key. For Mrs such.,181,15,18,Dogecoin,3051.7713,Yuán,17397.71936
2021-07-31,2021-11-29,2022-05-07,SwiftCoin will go down on Wednesday,Education teacher blue but. Set require experience lay necessary. Peace affect describe dinner worry from. Pretty case official whom.,116,47,40,US-Dollar,14092.557206,Dogecoin,13175.690418000002
2021-11-25,2022-04-27,2022-11-28,Bitcoin will go down on Monday,Quality sense available realize image. Happy billion coach own. Civil these big national moment wife. Feeling others reflect eight. But as individual environmental Mrs.,249,69,35,Ethereum,6114.29976,Yuán,456.36381700000004
2022-02-20,2022-04-29,2022-12-23,Lisk will go up in December,Base million material pick bed price. Head other nothing beat instead maintain. Message system condition material almost example. Trial church method even. Half soldier design government real.,57,61,97,US-Dollar,10093.430628999999,Litecoin,9231.455339999999
2021-06-21,2022-08-03,2023-05-11,Ethereum will go up in December,Blue Mr rock bit sort collection. Every laugh quite writer. Film life provide grow level describe no.,7,47,32,Litecoin,15211.076109999998,Canadian-Dollar,621.793904
2021-10-01,2022-04-05,2023-05-11,IOTA will go up on Monday,Establish growth agency other reveal. Player already interesting ok sell enjoy. Adult level real term bring.,210,43,23,Bitcoin,8453.287730999999,US-Dollar,204.52988100000002
2021-11-01,2023-02-26,2023-04-30,DigitalNote will go up in March,Ability visit including positive. Small director account responsibility government special coach. Explain method rich summer require wrong range.,206,6,61,Yen,1481.36166,Ethereum,12457.782924000001
2021-11-13,2022-05-27,2022-06-26,Bytecoin will go up on Saturday,Small space fire support item form. Laugh yes floor follow create which. Work hotel more gas probably. Produce board until man agent.,94,89,51,Dogecoin,652.653078,Yen,2662.496683
2021-11-14,2022-04-12,2022-09-01,Ripple will go up in April,Receive focus serious able story with increase. Across small show improve trouble. Stay fact admit doctor particular edge. Most each quality majority director well past think.,61,57,26,Bitcoin,20072.87515,Yuán,24567.969294
2022-03-21,2022-07-28,2022-12-09,Burstcoin will go down in September,Return sea whatever. Rate establish term our something some deep. Meet watch deal.,1,42,80,Bitcoin Cash,12964.326847999999,US-Dollar,13416.78275
2021-10-14,2022-01-30,2023-01-14,Decred will go up on Friday,Admit himself color herself. Two act into five middle scientist. Well feel outside itself Republican edge.,102,33,96,Litecoin,1863.739552,Yen,21342.277403
2022-01-30,2022-12-11,2023-04-15,Coinye will go up on Friday,Religious night read into contain hit teacher start. Officer back development middle office total doctor. Five voice say finally accept camera our.,169,15,18,Dogecoin,1001.65875,Yuán,1485.84009
2022-01-11,2022-03-23,2022-07-06,Sirin Labs will go down in October,True teacher budget black cover we operation. Population protect individual choose might high worry much.,0,54,82,Yen,97.77602399999999,Canadian-Dollar,455.30798899999996
2022-01-22,2022-03-19,2023-05-08,Auroracoin will go down on Tuesday,Special campaign visit. Bag land these summer yet score. This whole size size listen still everyone field. Life national stock woman more space statement edge.,168,70,52,Ethereum,299.624544,Yen,170.234493
2022-04-09,2022-07-24,2022-12-09,Ethereum will go down in February,Medical much structure guy movement. Work daughter to next woman relationship. Condition laugh investment bill fly financial trial.,60,46,40,Euro,18512.089869,Ethereum,473.282652
2021-06-21,2021-08-12,2022-01-10,Sirin Labs will go down in April,Add say thank individual. Stop nation letter sound evening. Suffer particular team natural. Realize authority paper pick. Five ahead country movie across mention condition.,104,71,39,Dogecoin,15663.376767999998,Yuán,36591.006672
